StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
20748,Kensington-style ceramic coffee set Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: coffee_set.,Kensington-style ceramic coffee set,kitchenware,none,high,durable,premium,low,coffee_set
22444,Grow-your-own plant kit in a can Category: garden. Seasonality: spring_summer. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: grow_kit.,Grow-your-own plant kit in a can,garden,spring_summer,medium,semi_durable,budget,high,grow_kit
22271,Felt craft Rosie doll Category: craft. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: felt_doll.,Felt craft Rosie doll,craft,none,medium,durable,mid,medium,felt_doll
22109,Full English breakfast design ceramic plate Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: plate.,Full English breakfast design ceramic plate,kitchenware,none,medium,durable,mid,medium,plate
21098,Novelty Christmas printed toilet roll Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: novelty.,Novelty Christmas printed toilet roll,christmas_decor,christmas,low,semi_durable,budget,high,novelty
23200,Large reusable jumbo bag in pears design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in pears design,bags,none,low,durable,budget,high,jumbo_bag
21888,Traditional bingo game set Category: toys. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: board_game.,Traditional bingo game set,toys,none,medium,durable,mid,medium,board_game
22236,Three-tier cake stand in magic garden design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Three-tier cake stand in magic garden design,kitchenware,none,high,durable,premium,low,cake_stand
21669,Blue stripe ceramic drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,Blue stripe ceramic drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
22667,Recipe box in retrospot design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: recipe_box.,Recipe box in retrospot design,kitchenware,none,high,durable,mid,medium,recipe_box
35400,Wooden box advent calendar Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: premium. Impulse: low. Substitute group: advent_calendar.,Wooden box advent calendar,christmas_decor,christmas,high,durable,premium,low,advent_calendar
21668,Red stripe ceramic drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,Red stripe ceramic drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
23343,Large reusable jumbo bag in vintage Christmas design Category: bags. Seasonality: christmas. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in vintage Christmas design,bags,christmas,low,durable,budget,high,jumbo_bag
21871,Save The Planet novelty ceramic mug Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: mug.,Save The Planet novelty ceramic mug,kitchenware,none,medium,durable,budget,high,mug
22621,Traditional knitting nancy craft toy Category: craft. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: craft_toy.,Traditional knitting nancy craft toy,craft,none,low,durable,budget,high,craft_toy
21539,Red retrospot ceramic butter dish Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: butter_dish.,Red retrospot ceramic butter dish,kitchenware,none,medium,durable,mid,low,butter_dish
22636,Children's breakfast set in circus parade design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: breakfast_set.,Children's breakfast set in circus parade design,kitchenware,none,high,durable,premium,low,breakfast_set
79323P,String of pink cherry-shaped fairy lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,String of pink cherry-shaped fairy lights,lighting,none,medium,durable,mid,medium,string_lights
22846,Red diner-style bread bin Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: bread_bin.,Red diner-style bread bin,kitchenware,none,high,durable,premium,low,bread_bin
22207,Frying pan with Union Flag design Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: frying_pan.,Frying pan with Union Flag design,kitchenware,none,medium,durable,mid,medium,frying_pan
23077,Doughnut-shaped novelty lip gloss Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lip_gloss.,Doughnut-shaped novelty lip gloss,novelty,none,low,semi_durable,budget,high,lip_gloss
47556B,Tea Time design tea towels Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: tea_towels.,Tea Time design tea towels,kitchenware,none,medium,durable,mid,medium,tea_towels
21390,Filigree heart with butterfly hanging decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_decoration.,Filigree heart with butterfly hanging decoration,home_decor,valentine,medium,durable,budget,high,hanging_decoration
22198,Large retro popcorn holder tub Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: popcorn_holder.,Large retro popcorn holder tub,kitchenware,none,low,durable,budget,high,popcorn_holder
22838,Three-tier red and cream cake tin set Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_tins.,Three-tier red and cream cake tin set,kitchenware,none,high,durable,premium,low,cake_tins
21673,White spot on blue ceramic drawer knob Category: home_hardware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: medium. Substitute group: drawer_knob.,White spot on blue ceramic drawer knob,home_hardware,none,low,durable,budget,medium,drawer_knob
22553,Tin of novelty plasters in skulls design Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plasters_tin.,Tin of novelty plasters in skulls design,novelty,none,low,semi_durable,budget,high,plasters_tin
23356,Love-themed hot water bottle Category: home_comfort. Seasonality: valentine. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Love-themed hot water bottle,home_comfort,valentine,high,durable,mid,medium,hot_water_bottle
22584,Pack of six pannetone gift boxes Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: gift_box.,Pack of six pannetone gift boxes,christmas_decor,christmas,medium,semi_durable,mid,medium,gift_box
22580,Gingham advent calendar fabric sack Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: advent_calendar.,Gingham advent calendar fabric sack,christmas_decor,christmas,high,durable,mid,medium,advent_calendar
23207,Insulated lunch bag in alphabet design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: lunch_bag.,Insulated lunch bag in alphabet design,bags,none,low,durable,budget,high,lunch_bag
21935,Suki design shoulder bag Category: bags. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: shoulder_bag.,Suki design shoulder bag,bags,none,medium,durable,budget,high,shoulder_bag
21704,Bag of 250g swirly glass marbles Category: toys. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: marbles.,Bag of 250g swirly glass marbles,toys,none,low,durable,budget,high,marbles
20676,Red retrospot ceramic bowl Category: kitchenware. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: bowl.,Red retrospot ceramic bowl,kitchenware,none,low,durable,budget,high,bowl
23108,Set of ten LED dolly lights Category: lighting. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: string_lights.,Set of ten LED dolly lights,lighting,none,medium,durable,mid,medium,string_lights
23328,Set of six school milk bottles in a crate Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: novelty.,Set of six school milk bottles in a crate,kitchenware,none,medium,durable,mid,medium,novelty
22464,Hanging metal heart lantern Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: lantern.,Hanging metal heart lantern,home_decor,valentine,medium,durable,budget,high,lantern
22646,Ceramic strawberry cake money bank Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: money_bank.,Ceramic strawberry cake money bank,home_decor,none,medium,durable,budget,high,money_bank
15044A,Pink paper parasol decoration Category: party. Seasonality: spring_summer. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: parasol.,Pink paper parasol decoration,party,spring_summer,low,semi_durable,mid,medium,parasol
22766,Cornice-style photo frame Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: frame.,Cornice-style photo frame,home_decor,none,medium,durable,mid,medium,frame
75049L,Large circular mirror mobile decoration Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: mobile.,Large circular mirror mobile decoration,home_decor,none,low,durable,budget,high,mobile
21906,Pharmacie-style first aid storage tin Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: storage_tin.,Pharmacie-style first aid storage tin,home_storage,none,medium,durable,mid,medium,storage_tin
22655,Vintage red kitchen cabinet furniture Category: furniture. Seasonality: none. Gifting: low. Price tier: premium. Impulse: low. Substitute group: cabinet.,Vintage red kitchen cabinet furniture,furniture,none,low,durable,premium,low,cabinet
22947,Red wooden advent calendar with drawers Category: christmas_decor. Seasonality: christmas. Gifting: high. Price tier: premium. Impulse: low. Substitute group: advent_calendar.,Red wooden advent calendar with drawers,christmas_decor,christmas,high,durable,premium,low,advent_calendar
22088,Coloured lace paper bunting decoration Category: party. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: bunting.,Coloured lace paper bunting decoration,party,none,low,semi_durable,mid,medium,bunting
84988,Set of 72 pink heart paper doilies Category: baking. Seasonality: valentine. Gifting: low. Price tier: budget. Impulse: high. Substitute group: doilies.,Set of 72 pink heart paper doilies,baking,valentine,low,semi_durable,budget,high,doilies
22144,Christmas craft little friends decoration kit Category: christmas_decor. Seasonality: christmas. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Christmas craft little friends decoration kit,christmas_decor,christmas,medium,durable,budget,medium,felt_craft
22834,Reusable hand warmer with Babushka design Category: accessories. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hand_warmer.,Reusable hand warmer with Babushka design,accessories,none,medium,durable,budget,high,hand_warmer
